id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
589,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Avenida Conde de Albox,,Limpias,Cantabria,599000,,,desconocido,,20,1213,,desconocido,desconocido,otros,0,"Finca urbana edificable (texto)"
590,Bahía Home,venta,casa,chalét pareado,Barrio la Puntania 45,,Mortera,Cantabria,329000,,,sí,,3,204,,desconocido,desconocido,otros,0,"Cuatro plantas; choco (texto)"
591,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio Pondrá,,Ramales de la Victoria,Cantabria,195000,,,sí,,5,292,,desconocido,desconocido,otros,0,"Entorno natural (texto)"
592,Inmobiliaria Mi Villa,venta,casa,casa independiente,Plaza Campo de las Ferias,,Colindres,Cantabria,350000,,,sí,,4,300,,desconocido,desconocido,otros,0,"Casa piedra; terreno urbanizable (texto)"
593,Inmobiliaria Mi Villa,venta,piso,,Calle la Bolera,,Bárcena de Cicero,Cantabria,195000,,,sí,,2,82,3,sí,sí,otros,0,"Urbanización (texto)"
594,López Alonso Inmobiliaria,venta,piso,,Calle Valladolid,General Dávila,Santander,Cantabria,178000,,,sí,,2,68,1,sí,no,otros,0,"Cuatro Caminos (texto)"
595,Inmobiliaria Mi Villa,venta,piso,,Calle el Carmen,,Colindres,Cantabria,228000,,,sí,,3,100,3,sí,sí,otros,0,"Para entrar a vivir (texto)"
596,Inmobiliaria Mi Villa,venta,piso,,Barrio la Quintana,,Ramales de la Victoria,Cantabria,149900,,,sí,,2,54,1,sí,sí,otros,0,"Gibaja (texto)"
597,Inmobiliaria Mi Villa,venta,ático,,Avenida Primera Avenida,,Santoña,Cantabria,659000,,,sí,,5,200,,desconocido,desconocido,otros,0,"Vistas al mar"
598,Inmobiliaria Mi Villa,venta,piso,,Calle la Quinta,,Colindres,Cantabria,199900,,,desconocido,,2,87,1,sí,sí,otros,0,"EN EXCLUSIVA (texto)"
599,Inmobiliaria Mi Villa,venta,piso,,Barrio los Corrales,,Beranga,Cantabria,142000,,,sí,,3,97,2,sí,no,otros,0,"Parking comunitario (texto)"
600,Inmobiliaria Mi Villa,venta,casa,chalét adosado,Calle M Ruiz Arenado,,Ampuero,Cantabria,206000,,,sí,,2,70,,desconocido,desconocido,otros,0,"Reformado; terraza 20 m2 (texto)"
601,Exclusivas inmobiliarias mikeli,venta,casa,casa o chalet independiente,Barrio la Arnía,Liencres,Piélagos,Cantabria,875000,,,sí,incluido,6,308,,desconocido,desconocido,otros,0,"Villa"
602,ACERO Inmobiliaria,venta,casa,casa o chalet independiente,Pozo barrio el,Boo,Piélagos,Cantabria,470000,,,sí,incluido,4,263,,desconocido,desconocido,otros,0,""
603,Engel & Völkers Santander,venta,casa,casa o chalet independiente,Barrio el Pino,Liencres,Piélagos,Cantabria,975000,,,no,,5,486,,desconocido,desconocido,otros,0,"Vistas al mar"
604,ACERO Inmobiliaria,venta,piso,,Urbanización Rìa del Pas,Boo,Piélagos,Cantabria,190000,,,no,,2,70,1,sí,sí,otros,0,"Apartamento; urbanización con piscina"
605,THE SIBARIST Property & Homes Cantabria,venta,casa,casa o chalet independiente,Liencres,,Piélagos,Cantabria,1700000,,,sí,incluido,4,220,,desconocido,desconocido,otros,0,"Vistas al mar; Lujo; Villa"
606,altamira21.com,venta,casa,casa o chalet independiente,Barrio las Cerreas,Liencres,Piélagos,Cantabria,950000,,,sí,incluido,5,351,,desconocido,desconocido,otros,0,"Vistas al mar"
607,Exclusivas inmobiliarias mikeli,venta,casa,casa o chalet independiente,Calle de la Arnia,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1290000,,,sí,incluido,5,439,,desconocido,desconocido,otros,0,""
608,Exclusivas inmobiliarias mikeli,venta,casa,casa o chalet independiente,Calle los Calderones,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1080000,,,sí,incluido,4,449,,desconocido,desconocido,otros,0,""
609,Exclusivas inmobiliarias mikeli,venta,piso,apartamento,Barrio Rodil,Mortera,Piélagos,Cantabria,180000,,,no,,1,49,bajo,sí,no,otros,0,"Apartamento/estudio; entrada independiente"
610,Inmosantander,venta,casa,chalet pareado,Urbanización Virgen del Mar,Soto de la Marina,Santa Cruz de Bezana,Cantabria,545000,575000,5,sí,incluido,4,275,,desconocido,desconocido,otros,0,""
611,Inmosantander,venta,casa,casa o chalet independiente,Av Fernando Saiz,Soto de la Marina,Santa Cruz de Bezana,Cantabria,590000,690000,14,sí,incluido,5,148,,desconocido,desconocido,otros,0,""
612,Ática Inmobiliaria,venta,casa,chalet pareado,Barrio la Puntania,Mortera,Piélagos,Cantabria,499000,530000,6,sí,incluido,5,248,,desconocido,desconocido,otros,0,""
613,Inmobiliaria PAS-NuevoPiso,venta,casa,casa o chalet independiente,CA-303,Mortera,Piélagos,Cantabria,470000,,,sí,incluido,4,360,,desconocido,desconocido,otros,0,""
614,Inmobiliaria Eurocasa,venta,casa,casa o chalet independiente,Liencres,,Piélagos,Cantabria,600000,,,sí,incluido,3,104,,desconocido,desconocido,otros,0,"Vistas al mar"
615,Inmobiliaria las Dunas,venta,piso,,Barrio Rodil,Mortera,Piélagos,Cantabria,159000,,,no,,2,50,bajo,sí,no,otros,0,"Local destinado a vivienda; reformado; a estrenar"
616,Inmobiliaria las Dunas,venta,casa,casa o chalet independiente,La Tejera,Boo,Piélagos,Cantabria,670000,,,sí,incluido,5,400,,desconocido,desconocido,otros,0,"Villa"
617,MENA INMOBILIARIA,venta,piso,,Bezana,,Santa Cruz de Bezana,Cantabria,299000,309000,3,sí,incluido,3,95,1,sí,sí,otros,0,"Dos terrazas"
618,Distrito inmobiliario,venta,casa,chalet pareado,Barrio el Callejo,Liencres,Piélagos,Cantabria,354000,,,sí,incluido,4,170,,desconocido,desconocido,otros,0,""
619,Ática Inmobiliaria,venta,piso,,Barrio Rodil,Mortera,Piélagos,Cantabria,159000,,,no,,2,50,bajo,sí,no,otros,0,"Local reformado (similar a 615)"
620,Exclusivas inmobiliarias mikeli,venta,casa,chalét,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,Cantabria,825000,,,sí,incluido,5,209,,desconocido,desconocido,otros,0,""
621,Exclusivas inmobiliarias mikeli,venta,casa,chalét,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1500000,,,sí,incluido,7,372,,desconocido,desconocido,otros,0,"Parcela 6.518 m² (3.433 m² urbano)"
622,Engel & Völkers Santander,venta,casa,casa o chalet independiente,Calle de Navajeda,Sancibrián,Santa Cruz de Bezana,Cantabria,1585000,,,sí,incluido,6,1562,,desconocido,desconocido,otros,0,"Lujo; superficie parece de parcela/total: revisar"
623,Bahía Home,venta,casa,chalet pareado,Barrio la Puntania 45,Mortera,Piélagos,Cantabria,329000,,,sí,incluido,3,204,,desconocido,desconocido,otros,0,""
624,Engel & Völkers Santander,venta,casa,casa o chalet independiente,Calle Murillo,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1350000,,,sí,incluido,7,613,,desconocido,desconocido,otros,0,"Villa"
625,SOLANA DE MOMPÍA S.L.,venta,casa,chalet pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,398500,,,sí,incluido,4,128,,desconocido,desconocido,obra nueva,1,"Obra nueva"
626,SOLANA DE MOMPÍA S.L.,venta,casa,chalet pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,455000,,,sí,incluido,4,227,,desconocido,desconocido,obra nueva,1,"Obra nueva; piscina privada y semisótano"
627,SOLANA DE MOMPÍA S.L.,venta,casa,chalet pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,430000,,,sí,incluido,4,227,,desconocido,desconocido,obra nueva,1,"Obra nueva; semisótano"
628,Inmobiliaria Sebrango,venta,casa,casa o chalet independiente,Avenida José María de Pereda 38,Sancibrián,Santa Cruz de Bezana,Cantabria,540000,,,sí,incluido,6,737,,desconocido,desconocido,otros,0,"Duplicado probable de anuncio anterior (id 537)"
629,desconocido,venta,piso,,Calle el Peñon s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,375000,,,sí,incluido,2,92,bajo,sí,sí,obra nueva,1,"Obra nueva"
630,desconocido,venta,piso,,Calle el Peñon s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,374000,,,sí,incluido,3,114,1,sí,sí,obra nueva,1,"Obra nueva"
631,Inmobiliaria Barrio,venta,piso,,Barrio las Reigadas,Liencres,Piélagos,Cantabria,249000,,,sí,incluido,2,83,2,desconocido,sí,otros,0,"Vistas al mar; 1 baño + 1 aseo"
632,Engel & Völkers Santander,venta,casa,casa o chalet independiente,Camino Mortera a Liencres,Liencres,Piélagos,Cantabria,2350000,,,sí,incluido,6,651,,desconocido,desconocido,otros,0,"Vistas al mar; Lujo; Villa"
633,Engel & Völkers Santander,venta,casa,casa o chalet independiente,Barrio Sorriba,Liencres,Piélagos,Cantabria,1575000,,,no,,5,600,,desconocido,desconocido,otros,0,"Lujo"
634,desconocido,venta,piso,dúplex,Barrio la Piñera 3,Boo,Piélagos,Cantabria,325000,,,sí,incluido,3,139,1,sí,sí,obra nueva,1,"Obra nueva"
635,desconocido,venta,piso,,Barrio la Piñera 3,Boo,Piélagos,Cantabria,260000,,,sí,incluido,2,81,bajo,sí,sí,obra nueva,1,"Obra nueva"
636,particular,venta,piso,,Urbanización la Gruta 7,Sancibrián,Santa Cruz de Bezana,Cantabria,280000,,,sí,incluido,2,75,bajo,sí,sí,otros,0,""
637,ACERO Inmobiliaria,venta,casa,casa o chalet independiente,Av Mompia,Mompia,Santa Cruz de Bezana,Cantabria,720000,,,sí,incluido,4,319,,desconocido,desconocido,otros,0,""
638,Inmobiliaria Barrio,venta,piso,dúplex,Bezana,,Santa Cruz de Bezana,Cantabria,290000,,,sí,incluido,3,88,2,sí,no,otros,0,"Urbanización con piscina/pista tenis"
639,FRESNO GESTION Y VENTA,venta,casa,chalet pareado,Barrio Somacueto,Liencres,Piélagos,Cantabria,354000,,,no,,4,142,,desconocido,desconocido,otros,0,""
640,particular,venta,casa,chalet pareado,Avenida José María de Pereda,Sancibrián,Santa Cruz de Bezana,Cantabria,385000,399000,4,no,,5,320,,desconocido,desconocido,otros,0,""
641,Distrito inmobiliario,venta,casa,casa o chalet independiente,Avenida José María de Pereda,Sancibrián,Santa Cruz de Bezana,Cantabria,690000,,,sí,incluido,6,265,,desconocido,desconocido,otros,0,"Villa; parcela 1235 m²; piscina"
642,Mónica Soto Servicios Inmobiliarios,venta,piso,,Calle Respuela 2,Bezana,Santa Cruz de Bezana,Cantabria,195000,,,sí,incluido,2,85,3,sí,sí,otros,0,""
643,ACERO Inmobiliaria,venta,casa,casa rural,Avenida José María de Pereda,Sancibrián,Santa Cruz de Bezana,Cantabria,690000,,,sí,incluido,7,265,,desconocido,desconocido,otros,0,"En funcionamiento como hotel; licencia; posible duplicado de 641"
644,ComisiónZero,venta,piso,,Barrio el Callejo,Liencres,Piélagos,Cantabria,210000,,,sí,incluido,1,45,bajo,sí,no,otros,0,"Jardín 30 m²; urbanización con piscinas; vistas al mar (texto)"
645,particular,venta,piso,,Calle s Cruz-San Juan 7,Bezana,Santa Cruz de Bezana,Cantabria,260000,,,sí,incluido,2,82,1,sí,sí,otros,0,""
646,Distrito inmobiliario,venta,piso,,Barrio la Cruz,Liencres,Piélagos,Cantabria,350000,,,no,,4,125,bajo,sí,no,otros,0,"2 apartamentos turísticos con licencia"
647,Distrito inmobiliario,venta,casa,casa o chalet independiente,La Calleja,Soto de la Marina,Santa Cruz de Bezana,Cantabria,280000,,,no,,3,199,,desconocido,desconocido,otros,0,"A reformar; parcela 1.208 m²"
648,ELITE,venta,casa,casa o chalet independiente,Barrio Portio,Liencres,Piélagos,Cantabria,965000,,,sí,incluido,4,380,,desconocido,desconocido,otros,0,"Vistas al mar; Villa"
649,LandCo (promoción),venta,piso,,Avenida José María de Pereda 8,Sancibrián,Santa Cruz de Bezana,Cantabria,325000,,,sí,incluido,2,93,bajo,sí,sí,obra nueva,1,"Obra nueva"
650,desconocido,venta,piso,,Barrio El Pozo de la Torre 1a,Mortera,Piélagos,Cantabria,340000,,,sí,incluido,3,78,bajo,sí,sí,obra nueva,1,"Obra nueva (Lascaredo)"
651,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,315000,,,sí,incluido,3,74,bajo,sí,sí,obra nueva,1,"Obra nueva"
652,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,305000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva"
653,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,290000,,,sí,incluido,3,74,bajo,sí,sí,obra nueva,1,"Obra nueva"
654,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,315000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva"
655,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,325000,,,sí,incluido,3,78,bajo,sí,sí,obra nueva,1,"Obra nueva"
656,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,300000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva"
657,Inmobiliaria Las Dunas,venta,piso,,Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,280000,,,sí,incluido,3,74,bajo,sí,sí,obra nueva,1,"Obra nueva"
658,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,325000,,,sí,incluido,3,70,bajo,sí,sí,obra nueva,1,"Obra nueva"
659,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,340000,,,sí,incluido,3,71,bajo,sí,sí,obra nueva,1,"Obra nueva"
660,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,280000,,,sí,incluido,3,67,bajo,sí,sí,obra nueva,1,"Obra nueva"
661,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,340000,,,sí,incluido,3,71,bajo,sí,sí,obra nueva,0,"Probable duplicado del 659 sin etiqueta 'Obra nueva' en el texto"
662,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,315000,,,sí,incluido,3,73,bajo,sí,sí,obra nueva,1,"Obra nueva"
663,Grupo Inmobiliario Tribeca,venta,piso,,Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1,Mortera,Piélagos,Cantabria,305000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva"
664,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,288000,,,sí,incluido,3,95,2,sí,sí,obra nueva,1,"Residencial Ávalon"
665,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,287000,,,sí,incluido,3,97,2,sí,sí,obra nueva,1,"Residencial Ávalon 2ª fase"
666,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,283000,,,sí,incluido,3,97,1,sí,sí,obra nueva,1,"Residencial Ávalon 2ª fase"
667,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,250000,,,sí,incluido,2,79,1,sí,sí,obra nueva,1,"Residencial Ávalon"
668,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,345000,,,sí,incluido,3,92,bajo,sí,sí,obra nueva,1,"Residencial Ávalon 2ª fase"
669,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,305000,,,sí,incluido,2,79,bajo,sí,sí,obra nueva,1,"Residencial Ávalon 2ª fase"
670,desconocido,venta,piso,,Vía Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,325000,,,sí,incluido,3,78,bajo,sí,sí,obra nueva,1,"Obra nueva; jardín 167 m²"
671,desconocido,venta,piso,,Vía Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,300000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva"
672,desconocido,venta,piso,,Vía Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,305000,,,sí,incluido,3,72,bajo,sí,sí,obra nueva,1,"Obra nueva; 2 baños (texto)"
673,desconocido,venta,piso,,Vía Barrio El Pozo de la Torre 1,Mortera,Piélagos,Cantabria,280000,,,sí,incluido,3,74,bajo,sí,sí,obra nueva,1,"Obra nueva"
674,Reines Grupo Inmobiliario Santander,venta,piso,,CL Respuela 4,Bezana,Santa Cruz de Bezana,Cantabria,169000,,,no,,2,68,4,sí,sí,otros,0,"Rentabilidad ~5% (texto)"
675,desconocido,venta,casa,chalet pareado,Avenida Marqués de Valdecilla,Soto de la Marina,Santa Cruz de Bezana,Cantabria,599000,,,sí,incluido,4,228,,desconocido,desconocido,obra nueva,1,"Obra nueva; última vivienda"
676,desconocido,venta,piso,dúplex,Barrio El Pozo de la Torre 1a,Mortera,Piélagos,Cantabria,198000,,,sí,incluido,2,73,1,sí,sí,obra nueva,1,"Obra nueva (Lascaredo)"
677,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,595000,,,sí,incluido,4,308,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
678,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,690000,,,sí,incluido,4,309,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
679,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,710000,,,sí,incluido,4,305,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
680,desconocido,venta,casa,casa o chalet independent﻿e,Alto San Mateo s/n,Boo,Piélagos,Cantabria,660000,,,sí,incluido,4,309,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
681,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,645000,,,sí,incluido,4,309,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
682,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,690000,,,sí,incluido,4,305,,desconocido,desconocido,obra nueva,1,"Obra nueva; Residencial La Tejera"
683,desconocido,venta,casa,casa o chalet independiente,Alto San Mateo s/n,Boo,Piélagos,Cantabria,645000,,,sí,incluido,4,309,,desconocido,desconocido,obra nueva,1,"Obra nueva; (repetido exacto de 681 probable)"
684,wejaus,venta,casa,casa o chalet independiente,Barrio la Cotera 1,Liencres,Piélagos,Cantabria,695000,,,sí,incluido,7,664,,desconocido,desconocido,otros,0,"Vistas al mar"
685,Grupo Inmobiliario Tribeca,venta,piso,,Calle Bo Las Reigadas 12,Liencres,Piélagos,Cantabria,229000,,,sí,incluido,1,45,bajo,sí,sí,obra nueva,1,"Obra nueva; garaje+trastero"
686,Grupo Inmobiliario Tribeca,venta,piso,,Calle Bo Las Reigadas 12,Liencres,Piélagos,Cantabria,250000,,,sí,incluido,2,75,bajo,sí,sí,obra nueva,1,"Obra nueva; garaje+trastero"
687,Grupo Inmobiliario Tribeca,venta,piso,,Calle Bo Las Reigadas 12,Liencres,Piélagos,Cantabria,275000,,,sí,incluido,2,76,bajo,sí,sí,obra nueva,1,"Obra nueva; garaje+trastero"
688,Grupo Inmobiliario Tribeca,venta,piso,,Calle Bo Las Reigadas 12,Liencres,Piélagos,Cantabria,272000,,,sí,incluido,2,76,bajo,sí,sí,obra nueva,1,"Obra nueva; garaje+trastero"
689,López Alonso Inmobiliaria,venta,casa,casa o chalet independiente,Urbanización Ladera Sur,Mompia,Santa Cruz de Bezana,Cantabria,895000,,,sí,incluido,5,374,,desconocido,desconocido,otros,0,"Lujo (implícito por texto)"
690,Pereda 36,venta,casa,casa o chalet independiente,Av San Juan de la Canal 85,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1950000,,,sí,incluido,5,290,,desconocido,desconocido,otros,0,"Vistas al mar; Lujo; Villa"
691,desconocido,venta,piso,,Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,280000,,,"sí",3,100,1,"sí","sí","obra nueva",1,,"Residencial Ávalon 2ª fase"
692,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,650000,,,"sí",4,188,,,"","obra nueva",1,,"Promoción 11 viviendas"
693,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,715000,,,"sí",4,195,,,"","obra nueva",1,,
694,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,695000,,,"sí",4,195,,,"","obra nueva",1,,
695,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,685000,,,"sí",4,188,,,"","obra nueva",1,,
